school_id,pupil_id,grade,attendance_records,present_records
49698,12138,Grade 1,99,88
55770,12140,Grade 1,106,85
83388,12141,Grade 4,93,50
8084,12145,Grade 3,105,84
501872,12146,Grade 2,32,30
363280,12147,Grade 1,90,59
419336,12148,Grade 1,103,89
34675,12150,Grade 5,101,79
401280,12151,Grade 3,89,51
416,12154,Grade 2,102,94
46684,12158,Grade 2,96,80
601798,12163,Grade 2,75,60
28112,12165,Grade 3,84,70
196896,12166,Grade 2,82,9
73360,12168,Grade 1,97,48
601798,12169,Grade 5,101,78
963352,12170,Grade 2,109,89
607904,12172,Grade 4,71,70
264915,12174,Grade 4,70,69
201569,12176,Grade 1,102,77
304425,12178,Grade 4,94,83
206948,12179,Grade 1,102,76
123695,12181,Grade 2,76,67
10904,12185,Grade 4,96,27
10904,12186,Grade 3,100,61
501872,12187,Grade 2,32,25
73360,12192,Grade 4,91,61
491645,12195,Grade 1,106,99
25263,12196,Grade 4,89,81
173720,12197,Grade 1,89,80
491645,12199,Grade 5,97,47
196896,12203,Grade 4,86,62
56803,12204,Grade 1,100,98
359640,12206,Grade 2,88,45
28860,12207,Grade 3,99,77
958934,12217,Grade 4,90,48
196896,12218,Grade 1,94,44
56803,12220,Grade 1,100,81
628537,12223,Grade 5,76,17
264915,12224,Grade 5,81,79
792,12226,Grade 3,48,46
118338,12230,Grade 2,101,83
175100,12231,Grade 1,93,83
687400,12235,Grade 2,102,73
575416,12236,Grade 3,100,96
53103,12239,Grade 3,59,42
56406,12240,Grade 2,93,44
36848,12241,Grade 1,80,65
28860,12244,Grade 2,102,87
39078,12247,Grade 4,26,25
83388,12248,Grade 4,93,93
314160,12249,Grade 2,105,93
34675,12250,Grade 2,98,84
324884,12251,Grade 5,38,22
864156,12253,Grade 3,98,64
356775,12254,Grade 2,57,42
314160,12255,Grade 2,105,82
991980,12259,Grade 5,41,41
286984,12261,Grade 2,81,67
401280,12267,Grade 2,96,60
297076,12268,Grade 1,68,53
40580,12269,Grade 4,99,78
112034,12270,Grade 1,106,85
286984,12274,Grade 5,97,93
858450,12276,Grade 1,73,69
30690,12278,Grade 1,77,47
156096,12282,Grade 5,88,77
49698,12284,Grade 1,99,82
616880,12288,Grade 2,61,45
363280,12289,Grade 1,86,35
283971,12294,Grade 1,103,89
25434,12299,Grade 1,100,84
46528,12300,Grade 1,106,71
56803,12303,Grade 2,84,82
326599,12304,Grade 1,103,85
359640,12308,Grade 1,50,29
425124,12309,Grade 1,96,83
583940,12312,Grade 1,82,67
75848,12315,Grade 4,90,71
118338,12316,Grade 3,91,85
42240,12317,Grade 5,104,76
36848,12320,Grade 2,100,46
581940,12321,Grade 3,105,89
175100,12322,Grade 3,46,34
39078,12326,Grade 5,83,74
201569,12328,Grade 3,101,74
20972,12332,Grade 5,43,40
419336,12333,Grade 2,98,81
10904,12334,Grade 2,97,36
363280,12335,Grade 4,75,61
16230,12336,Grade 2,87,63
83388,12338,Grade 4,93,68
419336,12339,Grade 5,71,49
406350,12343,Grade 2,76,70
47025,12346,Grade 4,103,90
25434,12347,Grade 2,94,79
8084,12350,Grade 2,102,58
406350,12354,Grade 4,99,96
401898,12355,Grade 3,86,82
123695,12358,Grade 3,81,63
388800,12363,Grade 2,82,68
421680,12364,Grade 1,54,13
759451,12366,Grade 3,20,20
168804,12367,Grade 4,94,40
136992,12368,Grade 4,44,38
201569,12370,Grade 3,101,55
687400,12371,Grade 4,101,93
419336,12373,Grade 2,98,54
206948,12374,Grade 4,45,44
230373,12375,Grade 5,86,38
196896,12376,Grade 2,95,75
201569,12379,Grade 1,100,94
25263,12380,Grade 5,78,62
28860,12382,Grade 2,102,63
323877,12384,Grade 1,98,76
42240,12389,Grade 1,101,82
28860,12395,Grade 3,99,80
388800,12396,Grade 3,54,43
25263,12398,Grade 4,35,14
616880,12399,Grade 2,61,48
403506,12400,Grade 4,102,73
565811,12402,Grade 1,92,35
286984,12404,Grade 1,102,53
83388,12405,Grade 1,85,38
56803,12406,Grade 2,84,80
35175,12408,Grade 5,55,46
175100,12411,Grade 5,82,58
136992,12412,Grade 3,99,68
49404,12415,Grade 3,45,33
329344,12417,Grade 2,49,37
175100,12419,Grade 5,82,74
40580,12421,Grade 1,101,99
218688,12426,Grade 1,80,46
239870,12427,Grade 4,100,68
49698,12430,Grade 1,99,98
363280,12431,Grade 3,96,72
8084,12433,Grade 2,74,46
118338,12434,Grade 4,98,72
628537,12436,Grade 3,88,66
42240,12437,Grade 5,98,79
646056,12438,Grade 2,78,59
421680,12439,Grade 4,103,78
156096,12440,Grade 5,88,81
30690,12441,Grade 2,61,23
388800,12443,Grade 3,85,79
8084,12444,Grade 2,101,59
20972,12445,Grade 2,103,75
425124,12447,Grade 5,41,41
401280,12448,Grade 1,95,89
118338,12449,Grade 5,88,81
326599,12451,Grade 3,46,31
607904,12454,Grade 2,81,74
34675,12455,Grade 2,98,71
565811,12457,Grade 1,91,41
324884,12458,Grade 4,90,74
273888,12459,Grade 3,97,15
42240,12461,Grade 1,101,77
323877,12466,Grade 4,99,92
28860,12469,Grade 3,99,50
223545,12475,Grade 1,84,75
581940,12478,Grade 5,98,70
136992,12479,Grade 4,44,37
565811,12480,Grade 4,92,88
9342,12481,Grade 2,100,89
39078,12486,Grade 3,41,38
35175,12489,Grade 4,84,74
363825,12490,Grade 3,87,77
10904,12491,Grade 5,98,85
8084,12497,Grade 4,102,78
25263,12499,Grade 3,38,30
592421,12500,Grade 1,85,64
136992,12507,Grade 1,65,53
646056,12508,Grade 4,57,57
25263,12509,Grade 2,100,72
168804,12512,Grade 5,55,31
583940,12514,Grade 1,96,80
501872,12518,Grade 3,69,65
359640,12525,Grade 3,91,81
565811,12526,Grade 3,93,86
324884,12528,Grade 4,90,47
822894,12529,Grade 4,89,74
592421,12530,Grade 3,102,81
46528,12538,Grade 2,87,65
329344,12540,Grade 2,26,25
264915,12541,Grade 1,102,48
30690,12544,Grade 3,75,61
155343,12545,Grade 5,41,36
53103,12547,Grade 4,100,59
324884,12548,Grade 2,69,63
792,12550,Grade 4,92,57
56406,12552,Grade 1,46,42
646056,12553,Grade 3,59,47
406350,12554,Grade 1,90,83
363825,12556,Grade 4,63,45
858450,12557,Grade 4,89,75
20972,12559,Grade 2,103,54
324884,12560,Grade 2,77,46
259688,12562,Grade 5,44,38
56406,12563,Grade 1,46,40
324884,12564,Grade 1,83,70
223941,12566,Grade 5,95,93
88122,12568,Grade 3,98,79
388800,12569,Grade 5,34,34
273888,12570,Grade 4,46,44
314160,12571,Grade 4,86,79
56803,12573,Grade 5,32,27
401280,12575,Grade 4,81,54
314160,12576,Grade 3,107,67
166905,12577,Grade 4,74,37
616880,12579,Grade 4,30,19
39078,12581,Grade 5,38,38
326599,12582,Grade 2,103,68
991980,12583,Grade 2,73,45
230373,12585,Grade 4,103,50
5502,12587,Grade 1,87,63
363280,12591,Grade 2,96,62
20972,12594,Grade 3,50,31
34675,12596,Grade 3,70,57
324884,12597,Grade 1,83,48
223941,12598,Grade 5,95,72
401898,12601,Grade 1,55,25
401280,12602,Grade 2,96,79
223545,12605,Grade 5,88,80
259688,12606,Grade 4,98,57
49404,12610,Grade 3,100,82
646056,12611,Grade 2,78,69
283971,12614,Grade 1,103,93
25434,12616,Grade 1,100,80
565811,12618,Grade 1,92,85
489918,12620,Grade 2,97,95
687400,12624,Grade 5,100,95
324884,12625,Grade 4,38,37
173720,12626,Grade 4,100,72
326599,12627,Grade 3,102,81
297076,12629,Grade 1,68,66
8084,12630,Grade 1,107,55
416,12631,Grade 4,99,89
34092,12632,Grade 1,33,26
363825,12637,Grade 3,38,16
324884,12638,Grade 4,90,63
489918,12639,Grade 3,107,89
425124,12640,Grade 2,99,83
173720,12641,Grade 5,45,43
592421,12642,Grade 3,104,79
822894,12643,Grade 4,89,76
419336,12644,Grade 1,103,61
239870,12645,Grade 2,109,87
388800,12648,Grade 1,76,68
314160,12652,Grade 1,100,82
36848,12653,Grade 2,90,28
5502,12654,Grade 5,87,44
403506,12656,Grade 3,90,76
16230,12657,Grade 2,87,64
491645,12661,Grade 4,41,25
909600,12663,Grade 1,106,85
403506,12664,Grade 1,88,43
425124,12665,Grade 3,99,53
17404,12666,Grade 4,99,72
501872,12667,Grade 1,74,43
304425,12668,Grade 2,95,82
304425,12671,Grade 4,94,82
25263,12674,Grade 4,87,28
118338,12678,Grade 3,91,77
239870,12679,Grade 2,109,53
356775,12680,Grade 1,55,50
56406,12681,Grade 5,88,68
616880,12682,Grade 2,61,48
489918,12683,Grade 5,55,50
273888,12689,Grade 4,100,89
46684,12693,Grade 1,90,72
991980,12696,Grade 2,56,53
8084,12703,Grade 1,107,36
609982,12706,Grade 2,80,62
123695,12708,Grade 4,49,35
20972,12710,Grade 5,43,43
112034,12715,Grade 2,101,84
491645,12716,Grade 1,106,88
39078,12720,Grade 4,30,20
239870,12725,Grade 3,98,29
47025,12727,Grade 2,101,78
419336,12732,Grade 5,98,50
563568,12737,Grade 3,91,80
55770,12738,Grade 1,106,62
363280,12739,Grade 1,90,55
324884,12746,Grade 3,77,25
32940,12747,Grade 2,61,45
49404,12748,Grade 3,100,66
583940,12749,Grade 1,96,84
489918,12752,Grade 3,107,106
25263,12754,Grade 1,92,71
36848,12755,Grade 2,100,64
423500,12757,Grade 5,36,36
423500,12759,Grade 3,100,76
25263,12762,Grade 1,71,66
858450,12764,Grade 4,89,63
49404,12767,Grade 4,38,38
34092,12768,Grade 3,37,18
425124,12775,Grade 4,91,75
273888,12776,Grade 5,84,39
822894,12777,Grade 2,92,74
34092,12780,Grade 5,41,32
324884,12781,Grade 4,38,31
9342,12784,Grade 2,100,87
39078,12785,Grade 2,89,76
73360,12787,Grade 1,97,78
46684,12788,Grade 5,69,16
359640,12790,Grade 3,97,85
363825,12792,Grade 1,83,65
323877,12793,Grade 1,98,83
36848,12794,Grade 2,100,87
822894,12795,Grade 2,92,73
581940,12796,Grade 4,46,41
25434,12797,Grade 5,102,100
607904,12798,Grade 4,71,71
792,12799,Grade 2,96,90
56803,12800,Grade 3,97,91
359640,12801,Grade 2,88,69
363825,12802,Grade 4,63,47
223941,12804,Grade 1,92,40
34092,12806,Grade 1,43,26
136992,12809,Grade 1,62,54
592421,12810,Grade 2,97,50
501872,12811,Grade 4,41,33
909600,12813,Grade 2,108,85
563568,12814,Grade 1,95,61
314160,12815,Grade 2,105,61
314160,12816,Grade 1,100,93
165300,12817,Grade 1,91,50
403506,12818,Grade 3,90,39
565811,12824,Grade 3,89,42
196896,12826,Grade 3,94,75
601798,12827,Grade 3,99,69
609982,12828,Grade 3,106,75
406350,12829,Grade 1,90,83
7956,12830,Grade 2,95,74
28860,12833,Grade 1,102,80
607904,12834,Grade 4,71,69
363280,12837,Grade 1,90,51
10904,12841,Grade 3,47,47
7956,12842,Grade 2,95,76
324884,12843,Grade 3,77,75
46528,12845,Grade 1,106,34
36848,12847,Grade 2,100,67
49698,12848,Grade 1,98,71
565811,12850,Grade 2,94,80
223941,12852,Grade 3,74,59
283971,12855,Grade 5,48,48
136992,12856,Grade 1,65,53
425124,12857,Grade 3,99,91
286984,12858,Grade 2,81,72
592421,12862,Grade 3,104,87
218688,12863,Grade 1,68,54
226128,12867,Grade 5,86,73
864156,12869,Grade 2,103,30
9342,12871,Grade 1,101,96
324884,12872,Grade 5,38,37
324884,12873,Grade 5,90,83
858450,12875,Grade 3,85,25
565811,12876,Grade 3,93,89
283971,12878,Grade 5,98,34
10904,12881,Grade 1,63,33
36848,12882,Grade 2,100,87
257904,12884,Grade 1,90,72
28860,12887,Grade 3,99,81
75848,12888,Grade 3,48,33
166905,12890,Grade 3,83,51
73360,12893,Grade 4,74,63
53103,12894,Grade 4,100,56
406350,12896,Grade 3,97,87
206948,12898,Grade 2,102,84
359640,12899,Grade 4,85,55
36848,12903,Grade 2,100,78
75848,12905,Grade 1,83,58
326599,12906,Grade 4,90,86
175100,12908,Grade 3,104,80
324884,12910,Grade 2,69,47
423500,12913,Grade 2,98,64
314160,12914,Grade 3,107,67
687400,12915,Grade 5,100,97
53103,12917,Grade 5,90,69
34092,12919,Grade 5,41,31
565811,12920,Grade 5,89,76
792,12921,Grade 1,95,74
196896,12923,Grade 5,91,79
230373,12928,Grade 3,81,72
46528,12930,Grade 1,106,83
324884,12931,Grade 2,69,67
7956,12933,Grade 1,81,68
20972,12934,Grade 2,103,74
592421,12936,Grade 5,101,86
314160,12937,Grade 3,50,50
403506,12939,Grade 2,63,24
83388,12942,Grade 4,93,65
264915,12943,Grade 3,106,91
563568,12945,Grade 1,95,80
575416,12948,Grade 5,29,26
230373,12951,Grade 1,96,74
5502,12953,Grade 5,40,15
46528,12959,Grade 1,96,81
259688,12960,Grade 4,98,65
20972,12969,Grade 5,88,58
175100,12970,Grade 1,77,53
297076,12976,Grade 3,79,67
239870,12977,Grade 4,100,66
421680,12979,Grade 1,78,71
324884,12985,Grade 4,90,80
592421,12989,Grade 3,104,80
83388,12991,Grade 4,93,63
419336,12992,Grade 4,91,59
28860,12993,Grade 2,102,87
156096,12994,Grade 1,19,17
34092,12995,Grade 5,41,39
401898,12996,Grade 3,39,38
423500,12997,Grade 5,36,36
223941,12998,Grade 2,97,53
136992,12999,Grade 4,100,74
601798,13004,Grade 1,101,67
581940,13005,Grade 5,98,67
17404,13008,Grade 4,45,35
75848,13014,Grade 3,98,69
401280,13023,Grade 2,96,88
646056,13026,Grade 1,99,83
628537,13027,Grade 3,88,63
283971,13029,Grade 3,91,80
118338,13030,Grade 3,91,74
628537,13031,Grade 4,40,32
16230,13033,Grade 3,48,37
118338,13034,Grade 3,38,31
136992,13036,Grade 4,100,92
489918,13039,Grade 2,84,77
283971,13041,Grade 4,94,69
155343,13042,Grade 4,98,93
239870,13044,Grade 3,98,84
363280,13046,Grade 3,96,93
297076,13047,Grade 3,79,74
565811,13048,Grade 4,92,90
304425,13051,Grade 2,95,75
958934,13053,Grade 1,100,3
55770,13054,Grade 5,66,62
35175,13059,Grade 5,55,50
501872,13061,Grade 1,74,39
7956,13062,Grade 3,81,78
20972,13063,Grade 3,103,94
230373,13069,Grade 2,101,87
501872,13071,Grade 4,41,33
425124,13075,Grade 1,96,73
286984,13076,Grade 4,90,36
257904,13077,Grade 1,90,90
581940,13080,Grade 5,98,88
42240,13081,Grade 4,76,62
196896,13087,Grade 3,94,83
28860,13090,Grade 1,102,94
34092,13091,Grade 2,42,39
326599,13092,Grade 2,103,82
403506,13093,Grade 2,63,23
35175,13094,Grade 5,55,53
8084,13098,Grade 5,96,63
403506,13099,Grade 4,102,55
166905,13105,Grade 5,37,23
991980,13107,Grade 2,73,64
616880,13110,Grade 2,61,48
628537,13115,Grade 5,76,51
609982,13118,Grade 5,99,74
156096,13122,Grade 2,94,79
196896,13128,Grade 1,94,90
201569,13131,Grade 2,97,65
759451,13133,Grade 2,49,26
592421,13136,Grade 3,104,92
314160,13137,Grade 3,50,36
283971,13139,Grade 1,86,82
958934,13140,Grade 2,93,89
329344,13142,Grade 4,100,69
314160,13144,Grade 1,94,80
991980,13145,Grade 4,91,65
264915,13146,Grade 1,102,55
991980,13147,Grade 3,85,79
958934,13148,Grade 2,69,60
5502,13149,Grade 1,88,73
583940,13151,Grade 2,79,56
28860,13152,Grade 4,62,45
286984,13156,Grade 3,59,48
230373,13159,Grade 5,85,52
8084,13161,Grade 1,107,61
363280,13163,Grade 2,96,72
36848,13169,Grade 3,100,68
314160,13172,Grade 3,107,86
47025,13173,Grade 3,76,48
40580,13176,Grade 3,103,80
324884,13177,Grade 5,38,25
447445,13184,Grade 4,86,83
35175,13185,Grade 3,89,89
607904,13187,Grade 2,81,74
17404,13190,Grade 4,99,62
991980,13195,Grade 3,85,77
39078,13197,Grade 2,89,74
616880,13198,Grade 3,29,24
646056,13201,Grade 4,57,52
257904,13202,Grade 1,90,86
226128,13206,Grade 3,90,89
55770,13208,Grade 2,92,56
293664,13211,Grade 1,88,86
42240,13213,Grade 3,86,74
324884,13217,Grade 5,90,69
46684,13218,Grade 1,90,39
46528,13224,Grade 3,33,30
168804,13226,Grade 2,68,48
363280,13227,Grade 1,79,25
201569,13229,Grade 3,101,87
226128,13230,Grade 1,100,78
123695,13231,Grade 4,29,26
25263,13234,Grade 5,78,63
7956,13236,Grade 2,88,47
628537,13237,Grade 1,96,45
20972,13238,Grade 2,103,96
324884,13240,Grade 2,69,40
206948,13241,Grade 4,99,87
401898,13243,Grade 3,86,80
10904,13245,Grade 2,97,52
175100,13248,Grade 4,46,43
421680,13250,Grade 3,74,52
155343,13251,Grade 5,98,87
112034,13254,Grade 4,45,28
581940,13255,Grade 2,107,92
359640,13258,Grade 1,78,56
166905,13259,Grade 4,74,27
223545,13260,Grade 5,88,52
601798,13261,Grade 3,99,51
8084,13263,Grade 2,102,78
53103,13267,Grade 3,95,46
166905,13268,Grade 5,27,21
323877,13270,Grade 1,77,68
230373,13276,Grade 2,101,68
646056,13279,Grade 4,9,9
168804,13280,Grade 1,83,70
156096,13287,Grade 1,19,14
239870,13291,Grade 4,48,23
257904,13293,Grade 1,90,88
49698,13296,Grade 4,79,69
239870,13300,Grade 1,80,70
47025,13301,Grade 1,92,91
388800,13307,Grade 5,79,64
14475,13310,Grade 4,83,68
565811,13312,Grade 4,92,88
201569,13313,Grade 3,101,44
9342,13315,Grade 5,93,89
226128,13317,Grade 3,41,40
822894,13319,Grade 5,86,36
196896,13320,Grade 1,94,73
501872,13322,Grade 4,41,38
239870,13326,Grade 5,103,80
39078,13329,Grade 2,89,37
20972,13332,Grade 3,103,87
858450,13335,Grade 1,55,7
166905,13337,Grade 3,83,62
10904,13341,Grade 4,38,36
47025,13342,Grade 2,101,82
30690,13348,Grade 1,77,73
75848,13349,Grade 2,94,88
73360,13352,Grade 5,100,88
259688,13353,Grade 3,88,66
609982,13360,Grade 5,78,54
155343,13362,Grade 3,94,61
108210,13364,Grade 1,89,80
601798,13365,Grade 1,103,79
53103,13367,Grade 1,88,66
173720,13369,Grade 5,99,89
16230,13370,Grade 2,87,82
112034,13376,Grade 4,46,46
123695,13377,Grade 1,85,51
118338,13378,Grade 1,82,75
616880,13379,Grade 3,29,21
17404,13380,Grade 4,99,73
223941,13381,Grade 1,92,71
7956,13382,Grade 1,94,81
447445,13383,Grade 2,92,89
359640,13387,Grade 3,97,79
423500,13388,Grade 5,87,47
416,13389,Grade 4,99,76
792,13390,Grade 5,99,79
447445,13391,Grade 2,92,86
363825,13392,Grade 1,83,41
991980,13394,Grade 3,85,73
7956,13396,Grade 1,96,72
25263,13397,Grade 1,92,44
42240,13400,Grade 5,104,80
601798,13401,Grade 3,99,92
759451,13403,Grade 4,32,29
10904,13404,Grade 3,100,92
304425,13405,Grade 4,94,73
963352,13407,Grade 5,90,76
175100,13409,Grade 4,82,72
326599,13410,Grade 1,103,84
425124,13413,Grade 2,99,93
20972,13417,Grade 2,103,95
47025,13418,Grade 4,47,39
687400,13420,Grade 5,46,45
223941,13421,Grade 2,97,86
166905,13423,Grade 5,37,8
324884,13424,Grade 1,83,79
607904,13425,Grade 1,83,83
56803,13426,Grade 3,97,94
326599,13427,Grade 3,46,35
47025,13428,Grade 2,101,95
416,13430,Grade 3,61,49
36848,13431,Grade 4,100,98
326599,13432,Grade 3,102,51
326599,13435,Grade 4,38,22
257904,13437,Grade 5,88,46
34675,13442,Grade 2,84,64
283971,13451,Grade 4,94,86
206948,13453,Grade 1,102,89
239870,13455,Grade 3,98,24
363280,13456,Grade 1,90,54
257904,13457,Grade 1,90,87
991980,13458,Grade 2,73,60
118338,13460,Grade 3,91,87
273888,13465,Grade 3,48,38
583940,13466,Grade 1,96,55
10904,13469,Grade 3,100,89
28860,13472,Grade 3,99,83
501872,13481,Grade 1,74,62
323877,13484,Grade 4,97,74
83388,13487,Grade 5,95,46
687400,13488,Grade 1,99,65
165300,13494,Grade 5,89,67
36848,13498,Grade 4,100,49
155343,13500,Grade 4,98,58
283971,13501,Grade 2,103,91
123695,13502,Grade 1,85,72
406350,13505,Grade 3,97,84
35175,13506,Grade 3,89,67
581940,13516,Grade 5,97,89
323877,13518,Grade 1,98,90
759451,13524,Grade 2,49,44
16230,13525,Grade 1,103,65
607904,13528,Grade 3,29,24
323877,13533,Grade 2,104,83
563568,13535,Grade 5,74,63
46684,13541,Grade 1,79,53
156096,13542,Grade 5,88,82
297076,13543,Grade 1,68,65
592421,13544,Grade 2,97,45
156096,13545,Grade 3,94,75
155343,13547,Grade 1,106,83
47025,13548,Grade 1,92,61
39078,13552,Grade 5,38,38
42240,13553,Grade 4,48,17
259688,13554,Grade 5,44,42
264915,13556,Grade 5,81,51
49698,13559,Grade 3,95,94
563568,13563,Grade 4,86,81
65520,13564,Grade 3,87,73
166905,13566,Grade 3,83,56
581940,13567,Grade 1,102,85
406350,13571,Grade 3,97,84
858450,13572,Grade 2,102,40
226128,13575,Grade 3,83,74
909600,13576,Grade 3,92,42
196896,13578,Grade 4,86,62
56803,13579,Grade 4,98,90
28112,13583,Grade 5,45,20
223941,13588,Grade 4,63,54
28860,13589,Grade 4,62,53
28112,13590,Grade 1,71,70
406350,13591,Grade 5,102,77
49698,13592,Grade 3,95,83
55770,13593,Grade 2,92,81
491645,13594,Grade 3,99,61
283971,13595,Grade 5,97,75
323877,13602,Grade 2,104,85
42240,13605,Grade 4,76,68
314160,13607,Grade 4,43,37
326599,13608,Grade 4,90,89
206948,13609,Grade 4,99,91
49404,13611,Grade 3,100,91
565811,13612,Grade 4,92,87
20972,13613,Grade 1,103,70
822894,13614,Grade 5,86,73
601798,13617,Grade 3,99,74
65520,13619,Grade 2,89,83
314160,13620,Grade 4,86,75
40580,13622,Grade 5,100,95
8084,13625,Grade 1,107,67
20972,13626,Grade 5,95,88
108210,13627,Grade 2,93,74
283971,13628,Grade 2,88,55
363825,13630,Grade 2,91,77
581940,13632,Grade 5,98,96
489918,13635,Grade 4,44,38
501872,13636,Grade 5,90,65
447445,13637,Grade 4,86,75
324884,13639,Grade 5,90,70
8084,13641,Grade 4,102,86
40580,13642,Grade 3,103,90
10904,13646,Grade 4,88,36
88122,13647,Grade 4,104,83
323877,13654,Grade 1,98,81
226128,13656,Grade 5,86,82
218688,13661,Grade 3,78,39
166905,13664,Grade 1,101,54
201569,13671,Grade 1,74,51
16230,13673,Grade 4,74,56
304425,13674,Grade 5,75,47
273888,13675,Grade 1,99,62
329344,13678,Grade 4,100,82
592421,13679,Grade 4,102,92
425124,13682,Grade 3,99,91
575416,13683,Grade 2,94,86
25263,13685,Grade 2,100,89
136992,13686,Grade 1,65,48
168804,13687,Grade 2,68,38
173720,13688,Grade 1,91,80
230373,13690,Grade 2,101,93
581940,13693,Grade 2,107,79
8084,13695,Grade 2,102,82
822894,13699,Grade 5,86,41
581940,13701,Grade 1,104,88
32940,13702,Grade 5,81,60
323877,13704,Grade 1,98,85
175100,13705,Grade 3,104,97
329344,13706,Grade 1,96,72
581940,13713,Grade 5,98,97
28860,13715,Grade 5,83,68
46528,13717,Grade 4,51,38
425124,13719,Grade 2,99,67
46528,13720,Grade 4,49,44
406350,13721,Grade 3,99,73
42240,13724,Grade 3,99,81
297076,13726,Grade 4,18,13
403506,13727,Grade 5,86,80
46528,13730,Grade 3,82,63
175100,13731,Grade 1,93,81
421680,13734,Grade 2,99,64
56406,13735,Grade 2,94,90
25434,13737,Grade 3,86,84
363280,13743,Grade 2,96,62
230373,13746,Grade 5,86,62
108210,13747,Grade 4,82,44
264915,13748,Grade 4,70,66
14475,13749,Grade 3,97,47
118338,13750,Grade 2,101,80
25434,13751,Grade 3,86,81
583940,13752,Grade 2,79,67
616880,13754,Grade 1,53,44
314160,13755,Grade 3,107,101
909600,13759,Grade 4,103,81
118338,13761,Grade 1,76,62
324884,13765,Grade 2,69,67
165300,13766,Grade 3,99,46
56803,13767,Grade 2,84,66
17404,13769,Grade 4,99,70
56803,13770,Grade 3,97,87
16230,13775,Grade 4,74,70
991980,13782,Grade 5,85,82
401898,13787,Grade 3,86,69
34675,13793,Grade 3,100,73
563568,13794,Grade 5,21,21
858450,13796,Grade 1,73,54
326599,13799,Grade 2,103,79
49698,13801,Grade 3,95,81
73360,13804,Grade 3,78,24
32940,13806,Grade 3,31,28
293664,13808,Grade 2,93,89
5502,13813,Grade 4,58,37
39078,13814,Grade 1,91,44
501872,13815,Grade 2,27,14
583940,13819,Grade 1,94,66
489918,13820,Grade 4,44,39
112034,13822,Grade 4,103,53
223941,13823,Grade 4,55,28
9342,13824,Grade 5,93,72
14475,13825,Grade 1,61,29
49404,13828,Grade 4,91,77
7956,13836,Grade 1,96,82
201569,13841,Grade 3,101,101
34092,13844,Grade 2,32,25
108210,13845,Grade 5,97,71
324884,13846,Grade 5,90,70
491645,13849,Grade 1,106,61
17404,13850,Grade 1,103,74
963352,13851,Grade 3,108,87
226128,13852,Grade 1,100,89
34675,13853,Grade 2,98,90
46684,13855,Grade 2,96,59
425124,13857,Grade 3,99,89
34092,13858,Grade 5,41,33
123695,13862,Grade 3,60,39
34092,13864,Grade 4,18,18
230373,13867,Grade 5,86,67
363825,13873,Grade 1,83,53
173720,13876,Grade 4,47,38
963352,13878,Grade 4,104,75
501872,13884,Grade 3,69,52
687400,13886,Grade 4,101,95
324884,13888,Grade 4,90,79
206948,13889,Grade 4,45,37
958934,13893,Grade 2,93,55
175100,13896,Grade 1,93,56
991980,13898,Grade 2,42,41
136992,13900,Grade 4,100,82
30690,13903,Grade 4,85,39
5502,13905,Grade 1,82,59
20972,13906,Grade 2,103,84
401898,13907,Grade 3,39,36
421680,13909,Grade 4,103,92
155343,13913,Grade 3,77,33
583940,13914,Grade 3,98,69
56406,13915,Grade 4,66,63
46684,13917,Grade 5,69,17
30690,13918,Grade 4,40,19
88122,13920,Grade 1,84,66
273888,13921,Grade 4,98,73
646056,13930,Grade 2,78,65
363280,13931,Grade 5,41,5
226128,13932,Grade 1,100,93
56406,13933,Grade 4,66,57
20972,13935,Grade 2,103,98
363825,13936,Grade 5,75,64
206948,13938,Grade 2,102,65
575416,13946,Grade 2,94,94
166905,13950,Grade 3,83,38
49698,13951,Grade 3,87,44
223941,13953,Grade 1,92,77
583940,13955,Grade 1,96,85
17404,13956,Grade 5,100,15
20972,13957,Grade 4,102,90
491645,13958,Grade 5,97,66
646056,13959,Grade 1,99,81
8084,13961,Grade 4,102,67
963352,13964,Grade 5,91,62
10904,13965,Grade 2,82,49
5502,13968,Grade 2,94,57
108210,13969,Grade 2,93,55
196896,13970,Grade 2,95,78
16230,13971,Grade 3,105,87
47025,13973,Grade 3,47,25
49404,13974,Grade 2,54,32
196896,13975,Grade 5,91,85
206948,13977,Grade 1,102,83
118338,13980,Grade 5,88,76
196896,13981,Grade 2,95,46
14475,13982,Grade 3,97,79
112034,13985,Grade 3,101,80
259688,13986,Grade 3,88,71
39078,13988,Grade 2,89,82
136992,13995,Grade 2,101,97
175100,13996,Grade 1,93,72
53103,13999,Grade 3,45,0
283971,14001,Grade 4,30,17
909600,14004,Grade 2,108,78
30690,14005,Grade 4,85,40
25263,14006,Grade 4,89,86
581940,14007,Grade 2,107,92
363825,14008,Grade 1,83,74
297076,14010,Grade 4,18,18
297076,14012,Grade 1,68,67
858450,14013,Grade 5,86,45
8084,14016,Grade 5,96,60
36848,14020,Grade 5,45,0
403506,14025,Grade 2,82,69
166905,14027,Grade 4,74,29
223941,14029,Grade 2,97,92
56803,14035,Grade 4,98,89
403506,14042,Grade 3,92,18
421680,14044,Grade 1,100,79
88122,14045,Grade 1,84,76
166905,14047,Grade 2,45,26
75848,14052,Grade 1,83,60
363280,14055,Grade 3,96,67
206948,14058,Grade 3,96,68
28860,14064,Grade 3,99,78
46528,14066,Grade 5,45,35
423500,14073,Grade 2,102,64
226128,14075,Grade 3,90,88
